Wed Jun  2 11:05:12 EDT 1993
Astronomical silicate                   
Computed by B.T.Draine (cf Laor, A., & Draine, B.T. 1993, ApJ 402,441)
  21 1.000E-03 1.000E+01 = NRAD, a_1 (micron), a_NRAD (micron)
 241 1.000E+03 1.000E-03 = NWAV, w_1 (micron), w_NWAV (micron)

1.000E-03 = radius(micron) Astronomical silicate                   
w(micron)  Q_abs     Q_sca     g=<cos>
2.661E-03 8.978E-01 1.101E+00  1.00E+00
2.512E-03 8.738E-01 1.125E+00  1.00E+00
2.371E-03 8.456E-01 1.150E+00  1.00E+00
2.239E-03 9.657E-01 1.032E+00  1.00E+00
2.113E-03 9.578E-01 1.040E+00  1.00E+00
1.995E-03 9.473E-01 1.051E+00  1.00E+00
1.884E-03 9.338E-01 1.064E+00  1.00E+00
1.778E-03 9.165E-01 1.080E+00  1.00E+00
1.679E-03 8.948E-01 1.097E+00  1.00E+00
1.585E-03 9.552E-01 1.041E+00  1.00E+00
1.496E-03 9.424E-01 1.054E+00  1.00E+00
1.413E-03 9.392E-01 1.057E+00  1.00E+00
1.334E-03 9.227E-01 1.073E+00  1.00E+00
1.259E-03 9.019E-01 1.093E+00  1.00E+00
1.189E-03 8.764E-01 1.117E+00  1.00E+00
1.122E-03 8.447E-01 1.147E+00  1.00E+00
1.059E-03 8.078E-01 1.182E+00  1.00E+00
1.000E-03 7.651E-01 1.222E+00  1.00E+00

1.585E+00 = radius(micron) Astronomical silicate                   
w(micron)  Q_abs     Q_sca     g=<cos>
1.000E+03 2.173E-04 1.596E-08  5.02E-05
9.441E+02 2.438E-04 2.010E-08  5.64E-05
8.913E+02 2.736E-04 2.530E-08  6.32E-05
8.414E+02 3.070E-04 3.185E-08  7.09E-05
7.943E+02 3.446E-04 4.010E-08  7.96E-05
7.499E+02 3.867E-04 5.049E-08  8.93E-05
7.079E+02 4.339E-04 6.356E-08  1.00E-04
6.683E+02 4.870E-04 8.002E-08  1.12E-04
6.310E+02 5.465E-04 1.007E-07  1.26E-04
5.957E+02 6.133E-04 1.268E-07  1.41E-04
5.623E+02 6.883E-04 1.597E-07  1.59E-04
5.309E+02 7.725E-04 2.011E-07  1.78E-04
5.012E+02 8.670E-04 2.532E-07  2.00E-04
4.732E+02 9.732E-04 3.187E-07  2.24E-04
4.467E+02 1.093E-03 4.013E-07  2.51E-04
4.217E+02 1.227E-03 5.052E-07  2.82E-04
3.981E+02 1.377E-03 6.361E-07  3.16E-04
3.758E+02 1.546E-03 8.009E-07  3.55E-04
3.548E+02 1.736E-03 1.008E-06  3.98E-04
3.350E+02 1.949E-03 1.270E-06  4.46E-04
3.162E+02 2.190E-03 1.599E-06  5.00E-04
2.985E+02 2.460E-03 2.013E-06  5.61E-04
2.818E+02 2.763E-03 2.535E-06  6.29E-04
2.661E+02 3.103E-03 3.192E-06  7.05E-04
2.512E+02 3.487E-03 4.020E-06  7.91E-04
2.371E+02 3.919E-03 5.063E-06  8.86E-04
2.239E+02 4.406E-03 6.376E-06  9.93E-04
2.113E+02 4.955E-03 8.029E-06  1.11E-03
1.995E+02 5.573E-03 1.011E-05  1.25E-03
1.884E+02 6.268E-03 1.274E-05  1.40E-03
1.778E+02 7.051E-03 1.604E-05  1.56E-03
1.679E+02 7.936E-03 2.021E-05  1.75E-03
1.585E+02 8.936E-03 2.546E-05  1.96E-03
1.496E+02 1.007E-02 3.208E-05  2.20E-03
1.413E+02 1.135E-02 4.042E-05  2.46E-03
1.334E+02 1.279E-02 5.093E-05  2.75E-03
1.259E+02 1.443E-02 6.418E-05  3.07E-03
1.189E+02 1.629E-02 8.090E-05  3.43E-03
1.122E+02 1.839E-02 1.020E-04  3.83E-03
1.059E+02 2.079E-02 1.285E-04  4.27E-03
1.000E+02 2.352E-02 1.621E-04  4.76E-03
9.441E+01 2.663E-02 2.043E-04  5.30E-03
8.913E+01 3.017E-02 2.577E-04  5.89E-03
8.414E+01 3.421E-02 3.250E-04  6.54E-03
7.943E+01 3.884E-02 4.099E-04  7.26E-03
7.499E+01 4.409E-02 5.171E-04  8.04E-03
7.079E+01 5.014E-02 6.523E-04  8.88E-03
6.683E+01 5.707E-02 8.227E-04  9.78E-03
6.310E+01 6.498E-02 1.038E-03  1.08E-02
5.957E+01 7.401E-02 1.309E-03  1.18E-02
5.623E+01 8.434E-02 1.651E-03  1.29E-02
5.309E+01 9.612E-02 2.081E-03  1.41E-02
5.012E+01 1.095E-01 2.623E-03  1.53E-02
4.732E+01 1.247E-01 3.305E-03  1.66E-02
4.467E+01 1.420E-01 4.164E-03  1.80E-02
4.217E+01 1.617E-01 5.243E-03  1.94E-02
3.981E+01 1.838E-01 6.588E-03  2.10E-02
3.758E+01 2.085E-01 8.277E-03  2.26E-02
3.548E+01 2.356E-01 1.043E-02  2.44E-02
3.350E+01 2.669E-01 1.314E-02  2.63E-02
3.162E+01 3.041E-01 1.656E-02  2.82E-02
2.985E+01 3.471E-01 2.082E-02  3.01E-02
2.818E+01 3.954E-01 2.607E-02  3.21E-02
2.661E+01 4.512E-01 3.264E-02  3.42E-02
2.512E+01 5.159E-01 4.086E-02  3.64E-02
2.371E+01 5.866E-01 5.055E-02  3.89E-02
2.239E+01 6.680E-01 6.239E-02  4.15E-02
2.113E+01 7.575E-01 7.551E-02  4.43E-02
1.995E+01 8.568E-01 8.966E-02  4.74E-02
1.884E+01 9.278E-01 9.734E-02  5.19E-02
1.778E+01 9.142E-01 9.717E-02  5.93E-02
1.679E+01 8.360E-01 9.699E-02  6.94E-02
1.585E+01 7.394E-01 1.063E-01  8.23E-02
1.496E+01 6.672E-01 1.351E-01  9.86E-02
1.413E+01 6.634E-01 2.015E-01  1.21E-01
1.334E+01 8.630E-01 3.142E-01  1.42E-01
1.259E+01 1.140E+00 4.323E-01  1.52E-01
1.189E+01 1.392E+00 5.373E-01  1.55E-01
1.122E+01 1.563E+00 6.084E-01  1.59E-01
1.059E+01 1.675E+00 6.433E-01  1.67E-01
1.000E+01 1.642E+00 5.655E-01  1.87E-01
9.441E+00 1.524E+00 4.553E-01  2.11E-01
8.913E+00 1.168E+00 2.434E-01  2.40E-01
8.414E+00 8.716E-01 1.353E-01  2.70E-01
7.943E+00 4.982E-01 7.916E-02  3.01E-01
7.499E+00 2.756E-01 1.921E-01  3.51E-01
7.079E+00 2.500E-01 3.852E-01  4.20E-01
6.683E+00 2.768E-01 5.834E-01  4.94E-01
6.310E+00 3.077E-01 8.066E-01  5.61E-01
5.957E+00 3.362E-01 1.087E+00  6.09E-01
5.623E+00 3.592E-01 1.426E+00  6.26E-01
5.309E+00 3.680E-01 1.766E+00  6.20E-01
5.012E+00 3.655E-01 2.033E+00  6.11E-01
4.732E+00 3.715E-01 2.232E+00  6.17E-01
4.467E+00 4.054E-01 2.457E+00  6.45E-01
4.217E+00 4.682E-01 2.798E+00  6.86E-01
3.981E+00 5.143E-01 3.188E+00  7.14E-01
3.758E+00 5.051E-01 3.364E+00  7.15E-01
3.548E+00 4.909E-01 3.326E+00  6.99E-01
3.350E+00 5.315E-01 3.342E+00  6.88E-01
3.162E+00 6.149E-01 3.594E+00  7.04E-01
2.985E+00 6.019E-01 3.626E+00  7.21E-01
2.818E+00 5.727E-01 3.279E+00  7.08E-01
2.661E+00 6.487E-01 3.038E+00  6.69E-01
2.512E+00 7.044E-01 3.050E+00  6.70E-01
2.371E+00 6.340E-01 2.617E+00  6.59E-01
2.239E+00 7.132E-01 2.144E+00  6.00E-01
2.113E+00 7.559E-01 2.025E+00  5.88E-01
1.995E+00 6.882E-01 1.643E+00  5.44E-01
1.884E+00 8.326E-01 1.399E+00  5.02E-01
1.778E+00 7.546E-01 1.377E+00  5.37E-01
1.679E+00 8.318E-01 1.234E+00  5.37E-01
1.585E+00 8.037E-01 1.452E+00  6.46E-01
1.496E+00 8.545E-01 1.513E+00  7.10E-01
1.413E+00 8.292E-01 1.824E+00  7.69E-01
1.334E+00 8.278E-01 1.897E+00  8.23E-01
1.259E+00 8.240E-01 2.006E+00  8.36E-01
1.189E+00 8.496E-01 1.987E+00  8.39E-01
1.122E+00 8.307E-01 1.775E+00  8.39E-01
1.059E+00 8.467E-01 1.545E+00  8.16E-01
1.000E+00 8.456E-01 1.379E+00  7.98E-01
9.441E-01 8.616E-01 1.334E+00  7.91E-01
8.913E-01 8.852E-01 1.407E+00  8.15E-01
8.414E-01 9.030E-01 1.545E+00  8.40E-01
7.943E-01 9.144E-01 1.629E+00  8.55E-01
7.499E-01 9.229E-01 1.567E+00  8.60E-01
7.079E-01 9.280E-01 1.401E+00  8.57E-01
6.683E-01 9.286E-01 1.276E+00  8.56E-01
6.310E-01 9.354E-01 1.297E+00  8.70E-01
5.957E-01 9.504E-01 1.407E+00  8.88E-01
5.623E-01 9.493E-01 1.420E+00  8.91E-01
5.309E-01 9.584E-01 1.287E+00  8.85E-01
5.012E-01 9.581E-01 1.239E+00  8.85E-01
4.732E-01 9.726E-01 1.315E+00  8.99E-01
4.467E-01 9.755E-01 1.311E+00  9.05E-01
4.217E-01 9.754E-01 1.216E+00  9.01E-01
3.981E-01 9.775E-01 1.250E+00  9.07E-01
3.758E-01 9.799E-01 1.266E+00  9.12E-01
3.548E-01 9.781E-01 1.201E+00  9.09E-01
3.350E-01 9.786E-01 1.247E+00  9.15E-01
3.162E-01 9.760E-01 1.199E+00  9.13E-01
2.985E-01 9.746E-01 1.229E+00  9.17E-01
2.818E-01 9.718E-01 1.192E+00  9.15E-01
2.661E-01 9.689E-01 1.213E+00  9.17E-01
2.512E-01 9.640E-01 1.209E+00  9.16E-01
2.371E-01 9.562E-01 1.201E+00  9.13E-01
2.239E-01 9.526E-01 1.202E+00  9.12E-01
2.113E-01 9.501E-01 1.200E+00  9.10E-01
1.995E-01 9.408E-01 1.201E+00  9.06E-01
1.884E-01 9.294E-01 1.208E+00  9.00E-01
1.778E-01 9.172E-01 1.215E+00  8.94E-01
1.679E-01 9.038E-01 1.224E+00  8.86E-01
1.585E-01 8.851E-01 1.238E+00  8.74E-01
1.496E-01 8.567E-01 1.266E+00  8.55E-01
1.413E-01 8.696E-01 1.250E+00  8.70E-01
1.334E-01 8.750E-01 1.239E+00  8.76E-01
1.259E-01 8.714E-01 1.238E+00  8.76E-01
1.189E-01 8.588E-01 1.248E+00  8.70E-01
1.122E-01 8.544E-01 1.249E+00  8.70E-01
1.059E-01 8.354E-01 1.266E+00  8.59E-01
1.000E-01 8.238E-01 1.273E+00  8.56E-01
9.441E-02 8.168E-01 1.276E+00  8.56E-01
8.913E-02 8.199E-01 1.267E+00  8.64E-01
8.414E-02 8.149E-01 1.269E+00  8.62E-01
7.943E-02 7.962E-01 1.284E+00  8.54E-01
7.499E-02 7.740E-01 1.302E+00  8.46E-01
7.079E-02 7.565E-01 1.315E+00  8.41E-01
6.683E-02 7.351E-01 1.331E+00  8.36E-01
6.310E-02 7.139E-01 1.346E+00  8.34E-01
5.957E-02 7.368E-01 1.316E+00  8.63E-01
5.623E-02 8.142E-01 1.233E+00  9.13E-01
5.309E-02 8.445E-01 1.199E+00  9.31E-01
5.012E-02 8.637E-01 1.177E+00  9.42E-01
4.732E-02 8.767E-01 1.162E+00  9.50E-01
4.467E-02 8.863E-01 1.150E+00  9.56E-01
4.217E-02 8.937E-01 1.140E+00  9.61E-01
3.981E-02 8.997E-01 1.132E+00  9.64E-01
3.758E-02 9.049E-01 1.125E+00  9.68E-01
3.548E-02 9.094E-01 1.119E+00  9.71E-01
3.350E-02 9.136E-01 1.113E+00  9.74E-01
3.162E-02 9.176E-01 1.107E+00  9.76E-01
2.985E-02 9.214E-01 1.102E+00  9.79E-01
2.818E-02 9.252E-01 1.096E+00  9.81E-01
2.661E-02 9.291E-01 1.091E+00  9.83E-01
2.512E-02 9.331E-01 1.085E+00  9.85E-01
2.371E-02 9.378E-01 1.079E+00  9.87E-01
2.239E-02 9.430E-01 1.073E+00  9.89E-01
2.113E-02 9.466E-01 1.068E+00  9.90E-01
1.995E-02 9.515E-01 1.061E+00  9.92E-01
1.884E-02 9.568E-01 1.055E+00  9.93E-01
1.778E-02 9.568E-01 1.054E+00  9.94E-01
1.679E-02 9.588E-01 1.051E+00  9.94E-01
1.585E-02 9.611E-01 1.048E+00  9.95E-01
1.496E-02 9.635E-01 1.045E+00  9.96E-01
1.413E-02 9.661E-01 1.041E+00  9.96E-01
1.334E-02 9.702E-01 1.036E+00  9.97E-01
1.259E-02 9.715E-01 1.034E+00  9.97E-01
1.189E-02 9.723E-01 1.033E+00  9.98E-01
1.122E-02 9.751E-01 1.029E+00  9.98E-01
1.059E-02 9.825E-01 1.022E+00  9.99E-01
1.000E-02 9.784E-01 1.025E+00  9.98E-01
9.441E-03 9.790E-01 1.021E+00  9.99E-01
8.913E-03 9.798E-01 1.020E+00  9.99E-01
8.414E-03 9.807E-01 1.019E+00  9.99E-01
7.943E-03 9.818E-01 1.018E+00  9.99E-01
7.499E-03 9.832E-01 1.017E+00  9.99E-01
7.079E-03 9.842E-01 1.016E+00  9.99E-01
6.683E-03 9.847E-01 1.015E+00  9.99E-01
6.310E-03 9.853E-01 1.015E+00  9.99E-01
5.957E-03 9.858E-01 1.014E+00  1.00E+00
5.623E-03 9.862E-01 1.014E+00  1.00E+00
5.309E-03 9.865E-01 1.014E+00  1.00E+00
5.012E-03 9.865E-01 1.014E+00  1.00E+00
4.732E-03 9.862E-01 1.014E+00  1.00E+00
4.467E-03 9.857E-01 1.014E+00  1.00E+00
4.217E-03 9.849E-01 1.015E+00  1.00E+00
3.981E-03 9.838E-01 1.016E+00  1.00E+00
3.758E-03 9.822E-01 1.018E+00  9.99E-01
3.548E-03 9.802E-01 1.020E+00  9.99E-01
3.350E-03 9.774E-01 1.023E+00  9.99E-01
3.162E-03 9.738E-01 1.026E+00  9.99E-01
2.985E-03 9.691E-01 1.031E+00  9.99E-01
2.818E-03 9.627E-01 1.037E+00  1.00E+00
2.661E-03 9.538E-01 1.046E+00  1.00E+00
2.512E-03 9.425E-01 1.057E+00  1.00E+00
2.371E-03 9.282E-01 1.071E+00  1.00E+00
2.239E-03 9.850E-01 1.015E+00  1.00E+00
2.113E-03 9.817E-01 1.018E+00  1.00E+00
1.995E-03 9.775E-01 1.022E+00  1.00E+00
1.884E-03 9.719E-01 1.028E+00  1.00E+00
1.778E-03 9.643E-01 1.035E+00  1.00E+00
1.679E-03 9.544E-01 1.044E+00  1.00E+00
1.585E-03 9.814E-01 1.018E+00  1.00E+00
1.496E-03 9.760E-01 1.023E+00  1.00E+00
1.413E-03 9.747E-01 1.025E+00  1.00E+00
1.334E-03 9.675E-01 1.032E+00  1.00E+00
1.259E-03 9.579E-01 1.041E+00  1.00E+00
1.189E-03 9.454E-01 1.053E+00  1.00E+00
1.122E-03 9.286E-01 1.070E+00  1.00E+00
1.059E-03 9.071E-01 1.091E+00  1.00E+00
1.000E-03 8.799E-01 1.118E+00  1.00E+00

2.512E+00 = radius(micron) Astronomical silicate                   
w(micron)  Q_abs     Q_sca     g=<cos>
1.000E+03 3.445E-04 1.007E-07  1.26E-04
9.441E+02 3.866E-04 1.268E-07  1.42E-04
8.913E+02 4.339E-04 1.597E-07  1.59E-04
8.414E+02 4.870E-04 2.010E-07  1.78E-04
7.943E+02 5.465E-04 2.531E-07  2.00E-04
7.499E+02 6.134E-04 3.186E-07  2.24E-04
7.079E+02 6.884E-04 4.011E-07  2.52E-04
6.683E+02 7.726E-04 5.050E-07  2.82E-04
6.310E+02 8.672E-04 6.359E-07  3.17E-04
5.957E+02 9.733E-04 8.006E-07  3.55E-04
5.623E+02 1.093E-03 1.008E-06  3.99E-04
5.309E+02 1.226E-03 1.269E-06  4.47E-04
5.012E+02 1.377E-03 1.598E-06  5.02E-04
4.732E+02 1.546E-03 2.012E-06  5.63E-04
4.467E+02 1.736E-03 2.533E-06  6.31E-04
4.217E+02 1.949E-03 3.190E-06  7.08E-04
3.981E+02 2.189E-03 4.017E-06  7.94E-04
3.758E+02 2.458E-03 5.058E-06  8.91E-04
3.548E+02 2.761E-03 6.370E-06  1.00E-03
3.350E+02 3.103E-03 8.021E-06  1.12E-03
3.162E+02 3.487E-03 1.010E-05  1.26E-03
2.985E+02 3.919E-03 1.272E-05  1.41E-03
2.818E+02 4.405E-03 1.602E-05  1.58E-03
2.661E+02 4.952E-03 2.018E-05  1.77E-03
2.512E+02 5.568E-03 2.542E-05  1.99E-03
2.371E+02 6.264E-03 3.202E-05  2.23E-03
2.239E+02 7.050E-03 4.033E-05  2.50E-03
2.113E+02 7.937E-03 5.080E-05  2.80E-03
1.995E+02 8.938E-03 6.400E-05  3.14E-03
1.884E+02 1.007E-02 8.065E-05  3.51E-03
1.778E+02 1.134E-02 1.016E-04  3.94E-03
1.679E+02 1.279E-02 1.281E-04  4.41E-03
1.585E+02 1.443E-02 1.615E-04  4.94E-03
1.496E+02 1.629E-02 2.035E-04  5.53E-03
1.413E+02 1.841E-02 2.566E-04  6.18E-03
1.334E+02 2.082E-02 3.236E-04  6.92E-03
1.259E+02 2.355E-02 4.082E-04  7.73E-03
1.189E+02 2.668E-02 5.150E-04  8.64E-03
1.122E+02 3.023E-02 6.499E-04  9.65E-03
1.059E+02 3.433E-02 8.202E-04  1.08E-02
1.000E+02 3.901E-02 1.036E-03  1.20E-02
9.441E+01 4.440E-02 1.308E-03  1.34E-02
8.913E+01 5.060E-02 1.652E-03  1.49E-02
8.414E+01 5.774E-02 2.087E-03  1.65E-02
7.943E+01 6.600E-02 2.638E-03  1.83E-02
7.499E+01 7.550E-02 3.336E-03  2.03E-02
7.079E+01 8.655E-02 4.218E-03  2.24E-02
6.683E+01 9.938E-02 5.336E-03  2.47E-02
6.310E+01 1.142E-01 6.752E-03  2.71E-02
5.957E+01 1.314E-01 8.545E-03  2.97E-02
5.623E+01 1.513E-01 1.082E-02  3.24E-02
5.309E+01 1.743E-01 1.369E-02  3.53E-02
5.012E+01 2.007E-01 1.733E-02  3.84E-02
4.732E+01 2.313E-01 2.194E-02  4.15E-02
4.467E+01 2.665E-01 2.776E-02  4.48E-02
4.217E+01 3.070E-01 3.513E-02  4.82E-02
3.981E+01 3.527E-01 4.434E-02  5.18E-02
3.758E+01 4.046E-01 5.594E-02  5.56E-02
3.548E+01 4.627E-01 7.078E-02  5.98E-02
3.350E+01 5.299E-01 8.950E-02  6.42E-02
3.162E+01 6.088E-01 1.129E-01  6.84E-02
2.985E+01 6.986E-01 1.418E-01  7.28E-02
2.818E+01 7.967E-01 1.767E-01  7.77E-02
2.661E+01 9.058E-01 2.189E-01  8.29E-02
2.512E+01 1.025E+00 2.695E-01  8.84E-02
2.371E+01 1.145E+00 3.247E-01  9.53E-02
2.239E+01 1.267E+00 3.860E-01  1.03E-01
2.113E+01 1.378E+00 4.433E-01  1.12E-01
1.995E+01 1.474E+00 4.912E-01  1.23E-01
1.884E+01 1.500E+00 4.937E-01  1.39E-01
1.778E+01 1.435E+00 4.670E-01  1.61E-01
1.679E+01 1.325E+00 4.547E-01  1.91E-01
1.585E+01 1.221E+00 4.949E-01  2.29E-01
1.496E+01 1.177E+00 6.235E-01  2.78E-01
1.413E+01 1.278E+00 8.997E-01  3.43E-01
1.334E+01 1.549E+00 1.186E+00  3.74E-01
1.259E+01 1.642E+00 1.253E+00  3.75E-01
1.189E+01 1.646E+00 1.213E+00  3.88E-01
1.122E+01 1.642E+00 1.149E+00  4.21E-01
1.059E+01 1.649E+00 1.079E+00  4.61E-01
1.000E+01 1.622E+00 9.426E-01  5.06E-01
9.441E+00 1.534E+00 7.876E-01  5.41E-01
8.913E+00 1.290E+00 4.932E-01  5.76E-01
8.414E+00 1.070E+00 3.110E-01  6.23E-01
7.943E+00 7.150E-01 2.142E-01  6.70E-01
7.499E+00 4.645E-01 5.876E-01  6.97E-01
7.079E+00 4.364E-01 1.184E+00  6.84E-01
6.683E+00 4.704E-01 1.642E+00  6.93E-01
6.310E+00 5.221E-01 2.077E+00  7.24E-01
5.957E+00 5.583E-01 2.552E+00  7.47E-01
5.623E+00 5.518E-01 2.880E+00  7.44E-01
5.309E+00 5.532E-01 3.022E+00  7.30E-01
5.012E+00 6.165E-01 3.224E+00  7.29E-01
4.732E+00 6.621E-01 3.462E+00  7.44E-01
4.467E+00 6.335E-01 3.314E+00  7.41E-01
4.217E+00 6.777E-01 3.044E+00  7.14E-01
3.981E+00 7.732E-01 3.035E+00  7.02E-01
3.758E+00 7.106E-01 2.727E+00  6.94E-01
3.548E+00 7.514E-01 2.233E+00  6.50E-01
3.350E+00 8.402E-01 2.072E+00  6.29E-01
3.162E+00 7.526E-01 1.719E+00  5.88E-01
2.985E+00 8.746E-01 1.403E+00  5.33E-01
2.818E+00 8.178E-01 1.358E+00  5.61E-01
2.661E+00 8.633E-01 1.195E+00  5.50E-01
2.512E+00 8.521E-01 1.378E+00  6.49E-01
2.371E+00 8.874E-01 1.444E+00  7.13E-01
2.239E+00 8.688E-01 1.748E+00  7.71E-01
2.113E+00 8.696E-01 1.835E+00  8.27E-01
1.995E+00 8.569E-01 1.960E+00  8.39E-01
1.884E+00 8.750E-01 1.947E+00  8.45E-01
1.778E+00 8.566E-01 1.753E+00  8.43E-01
1.679E+00 8.676E-01 1.533E+00  8.21E-01
1.585E+00 8.660E-01 1.370E+00  8.04E-01
1.496E+00 8.791E-01 1.322E+00  7.96E-01
1.413E+00 8.994E-01 1.392E+00  8.18E-01
1.334E+00 9.147E-01 1.528E+00  8.43E-01
1.259E+00 9.245E-01 1.613E+00  8.57E-01
1.189E+00 9.327E-01 1.556E+00  8.62E-01
1.122E+00 9.376E-01 1.395E+00  8.60E-01
1.059E+00 9.382E-01 1.272E+00  8.59E-01
1.000E+00 9.428E-01 1.285E+00  8.71E-01
9.441E-01 9.568E-01 1.388E+00  8.89E-01
8.913E-01 9.590E-01 1.417E+00  8.94E-01
8.414E-01 9.623E-01 1.299E+00  8.89E-01
7.943E-01 9.666E-01 1.230E+00  8.87E-01
7.499E-01 9.778E-01 1.285E+00  8.99E-01
7.079E-01 9.768E-01 1.318E+00  9.07E-01
6.683E-01 9.776E-01 1.235E+00  9.05E-01
6.310E-01 9.801E-01 1.217E+00  9.08E-01
5.957E-01 9.816E-01 1.270E+00  9.14E-01
5.623E-01 9.849E-01 1.215E+00  9.14E-01
5.309E-01 9.855E-01 1.206E+00  9.17E-01
5.012E-01 9.840E-01 1.230E+00  9.20E-01
4.732E-01 9.830E-01 1.186E+00  9.19E-01
4.467E-01 9.819E-01 1.214E+00  9.23E-01
4.217E-01 9.798E-01 1.181E+00  9.22E-01
3.981E-01 9.769E-01 1.201E+00  9.25E-01
3.758E-01 9.741E-01 1.178E+00  9.24E-01
3.548E-01 9.705E-01 1.188E+00  9.25E-01
3.350E-01 9.667E-01 1.186E+00  9.25E-01
3.162E-01 9.628E-01 1.177E+00  9.24E-01
2.985E-01 9.583E-01 1.176E+00  9.24E-01
2.818E-01 9.536E-01 1.178E+00  9.23E-01
2.661E-01 9.485E-01 1.178E+00  9.22E-01
2.512E-01 9.430E-01 1.178E+00  9.20E-01
2.371E-01 9.365E-01 1.183E+00  9.18E-01
2.239E-01 9.295E-01 1.183E+00  9.15E-01
2.113E-01 9.217E-01 1.188E+00  9.11E-01
1.995E-01 9.132E-01 1.192E+00  9.07E-01
1.884E-01 9.032E-01 1.198E+00  9.01E-01
1.778E-01 8.924E-01 1.206E+00  8.95E-01
1.679E-01 8.802E-01 1.214E+00  8.87E-01
1.585E-01 8.628E-01 1.229E+00  8.75E-01
1.496E-01 8.351E-01 1.256E+00  8.55E-01
1.413E-01 8.485E-01 1.240E+00  8.70E-01
1.334E-01 8.549E-01 1.229E+00  8.77E-01
1.259E-01 8.521E-01 1.229E+00  8.76E-01
1.189E-01 8.404E-01 1.239E+00  8.70E-01
1.122E-01 8.369E-01 1.239E+00  8.70E-01
1.059E-01 8.186E-01 1.256E+00  8.59E-01
1.000E-01 8.081E-01 1.263E+00  8.56E-01
9.441E-02 8.022E-01 1.266E+00  8.56E-01
8.913E-02 8.067E-01 1.257E+00  8.64E-01
8.414E-02 8.024E-01 1.259E+00  8.62E-01
7.943E-02 7.848E-01 1.274E+00  8.54E-01
7.499E-02 7.641E-01 1.292E+00  8.45E-01
7.079E-02 7.479E-01 1.305E+00  8.41E-01
6.683E-02 7.281E-01 1.321E+00  8.35E-01
6.310E-02 7.087E-01 1.337E+00  8.33E-01
5.957E-02 7.332E-01 1.307E+00  8.62E-01
5.623E-02 8.106E-01 1.226E+00  9.12E-01
5.309E-02 8.409E-01 1.193E+00  9.31E-01
5.012E-02 8.602E-01 1.172E+00  9.42E-01
4.732E-02 8.734E-01 1.157E+00  9.50E-01
4.467E-02 8.831E-01 1.145E+00  9.56E-01
4.217E-02 8.908E-01 1.136E+00  9.61E-01
3.981E-02 8.970E-01 1.129E+00  9.65E-01
3.758E-02 9.024E-01 1.122E+00  9.68E-01
3.548E-02 9.072E-01 1.116E+00  9.71E-01
3.350E-02 9.117E-01 1.110E+00  9.74E-01
3.162E-02 9.159E-01 1.104E+00  9.77E-01
2.985E-02 9.200E-01 1.099E+00  9.79E-01
2.818E-02 9.239E-01 1.094E+00  9.81E-01
2.661E-02 9.280E-01 1.089E+00  9.83E-01
2.512E-02 9.323E-01 1.083E+00  9.85E-01
2.371E-02 9.371E-01 1.077E+00  9.87E-01
2.239E-02 9.424E-01 1.071E+00  9.89E-01
2.113E-02 9.462E-01 1.066E+00  9.91E-01
1.995E-02 9.511E-01 1.060E+00  9.92E-01
1.884E-02 9.563E-01 1.055E+00  9.93E-01
1.778E-02 9.566E-01 1.054E+00  9.94E-01
1.679E-02 9.587E-01 1.051E+00  9.94E-01
1.585E-02 9.612E-01 1.048E+00  9.95E-01
1.496E-02 9.635E-01 1.037E+00  9.96E-01
1.413E-02 9.664E-01 1.034E+00  9.96E-01
1.334E-02 9.703E-01 1.030E+00  9.97E-01
1.259E-02 9.718E-01 1.028E+00  9.97E-01
1.189E-02 9.731E-01 1.027E+00  9.98E-01
1.122E-02 9.762E-01 1.024E+00  9.98E-01
1.059E-02 9.816E-01 1.018E+00  9.99E-01
1.000E-02 9.788E-01 1.021E+00  9.98E-01
9.441E-03 9.790E-01 1.021E+00  9.99E-01
8.913E-03 9.798E-01 1.020E+00  9.99E-01
8.414E-03 9.809E-01 1.019E+00  9.99E-01
7.943E-03 9.820E-01 1.018E+00  9.99E-01
7.499E-03 9.836E-01 1.016E+00  9.99E-01
7.079E-03 9.846E-01 1.015E+00  9.99E-01
6.683E-03 9.854E-01 1.015E+00  9.99E-01
6.310E-03 9.862E-01 1.014E+00  9.99E-01
5.957E-03 9.870E-01 1.013E+00  1.00E+00
5.623E-03 9.877E-01 1.012E+00  1.00E+00
5.309E-03 9.883E-01 1.012E+00  1.00E+00
5.012E-03 9.886E-01 1.011E+00  1.00E+00
4.732E-03 9.887E-01 1.011E+00  1.00E+00
4.467E-03 9.887E-01 1.011E+00  1.00E+00
4.217E-03 9.885E-01 1.011E+00  1.00E+00
3.981E-03 9.882E-01 1.012E+00  1.00E+00
3.758E-03 9.877E-01 1.012E+00  1.00E+00
3.548E-03 9.870E-01 1.013E+00  1.00E+00
3.350E-03 9.861E-01 1.014E+00  1.00E+00
3.162E-03 9.849E-01 1.015E+00  9.99E-01
2.985E-03 9.834E-01 1.017E+00  1.00E+00
2.818E-03 9.814E-01 1.019E+00  1.00E+00
2.661E-03 9.785E-01 1.021E+00  1.00E+00
2.512E-03 9.745E-01 1.025E+00  1.00E+00
2.371E-03 9.692E-01 1.031E+00  1.00E+00
2.239E-03 9.930E-01 1.007E+00  1.00E+00
2.113E-03 9.917E-01 1.008E+00  1.00E+00
1.995E-03 9.900E-01 1.010E+00  1.00E+00
