Wed Jun  2 11:05:12 EDT 1993
Astronomical silicate                   
Computed by B.T.Draine (cf Laor, A., & Draine, B.T. 1993, ApJ 402,441)
  21 1.000E-03 1.000E+01 = NRAD, a_1 (micron), a_NRAD (micron)
 241 1.000E+03 1.000E-03 = NWAV, w_1 (micron), w_NWAV (micron)

1.000E-03 = radius(micron) Astronomical silicate                   
w(micron)  Q_abs     Q_sca     g=<cos>
4.217E-03 1.145E-01 3.965E-02  9.93E-01
3.981E-03 1.029E-01 3.573E-02  9.94E-01
3.758E-03 9.217E-02 3.208E-02  9.95E-01
3.548E-03 8.235E-02 2.864E-02  9.95E-01
3.350E-03 7.335E-02 2.547E-02  9.96E-01
3.162E-03 6.521E-02 2.253E-02  9.96E-01
2.985E-03 5.794E-02 1.988E-02  9.96E-01
2.818E-03 5.108E-02 1.724E-02  9.97E-01
2.661E-03 4.473E-02 1.473E-02  9.97E-01
2.512E-03 3.928E-02 1.199E-02  9.97E-01
2.371E-03 3.444E-02 7.079E-03  9.98E-01
2.239E-03 7.960E-02 9.929E-03  9.98E-01
2.113E-03 7.139E-02 1.018E-02  9.98E-01
1.995E-03 6.352E-02 9.757E-03  9.98E-01
1.884E-03 5.621E-02 8.767E-03  9.98E-01
1.778E-03 4.948E-02 7.500E-03  9.99E-01
1.679E-03 4.335E-02 4.653E-03  9.99E-01
1.585E-03 6.845E-02 7.186E-03  9.99E-01
1.496E-03 6.014E-02 6.720E-03  9.99E-01
1.413E-03 5.846E-02 6.861E-03  9.99E-01
1.334E-03 5.141E-02 6.489E-03  9.99E-01
1.259E-03 4.506E-02 5.981E-03  9.99E-01
1.189E-03 3.939E-02 5.468E-03  9.99E-01
1.122E-03 3.416E-02 4.946E-03  9.99E-01
1.059E-03 2.956E-02 4.429E-03  9.99E-01
1.000E-03 2.547E-02 3.881E-03  9.99E-01

2.512E-02 = radius(micron) Astronomical silicate                   
w(micron)  Q_abs     Q_sca     g=<cos>
1.000E+03 3.443E-06 1.007E-15  0.00E+00
9.441E+02 3.863E-06 1.268E-15  0.00E+00
8.913E+02 4.335E-06 1.596E-15  0.00E+00
8.414E+02 4.864E-06 2.010E-15  0.00E+00
7.943E+02 5.458E-06 2.530E-15  0.00E+00
7.499E+02 6.125E-06 3.185E-15  0.00E+00
7.079E+02 6.873E-06 4.010E-15  0.00E+00
6.683E+02 7.712E-06 5.048E-15  0.00E+00
6.310E+02 8.654E-06 6.355E-15  0.00E+00
5.957E+02 9.711E-06 8.001E-15  0.00E+00
5.623E+02 1.090E-05 1.007E-14  0.00E+00
5.309E+02 1.223E-05 1.268E-14  0.00E+00
5.012E+02 1.372E-05 1.597E-14  0.00E+00
4.732E+02 1.540E-05 2.010E-14  0.00E+00
4.467E+02 1.729E-05 2.531E-14  0.00E+00
4.217E+02 1.941E-05 3.186E-14  0.00E+00
3.981E+02 2.178E-05 4.011E-14  0.00E+00
3.758E+02 2.445E-05 5.050E-14  0.00E+00
3.548E+02 2.744E-05 6.359E-14  0.00E+00
3.350E+02 3.081E-05 8.005E-14  0.00E+00
3.162E+02 3.459E-05 1.008E-13  0.00E+00
2.985E+02 3.884E-05 1.269E-13  0.00E+00
2.818E+02 4.361E-05 1.598E-13  0.00E+00
2.661E+02 4.897E-05 2.012E-13  0.00E+00
2.512E+02 5.499E-05 2.533E-13  0.00E+00
2.371E+02 6.177E-05 3.190E-13  0.00E+00
2.239E+02 6.940E-05 4.016E-13  0.00E+00
2.113E+02 7.798E-05 5.056E-13  0.00E+00
1.995E+02 8.763E-05 6.367E-13  0.00E+00
1.884E+02 9.846E-05 8.017E-13  0.00E+00
1.778E+02 1.106E-04 1.010E-12  0.00E+00
1.679E+02 1.244E-04 1.271E-12  0.00E+00
1.585E+02 1.399E-04 1.601E-12  0.00E+00
1.496E+02 1.573E-04 2.016E-12  5.50E-07
1.413E+02 1.770E-04 2.539E-12  6.16E-07
1.334E+02 1.993E-04 3.198E-12  6.89E-07
1.259E+02 2.243E-04 4.028E-12  7.70E-07
1.189E+02 2.526E-04 5.074E-12  8.60E-07
1.122E+02 2.844E-04 6.392E-12  9.60E-07
1.059E+02 3.207E-04 8.050E-12  1.07E-06
1.000E+02 3.616E-04 1.014E-11  1.19E-06
9.441E+01 4.080E-04 1.277E-11  1.33E-06
8.913E+01 4.604E-04 1.609E-11  1.48E-06
8.414E+01 5.200E-04 2.026E-11  1.64E-06
7.943E+01 5.876E-04 2.552E-11  1.82E-06
7.499E+01 6.636E-04 3.215E-11  2.01E-06
7.079E+01 7.505E-04 4.048E-11  2.22E-06
6.683E+01 8.492E-04 5.096E-11  2.45E-06
6.310E+01 9.607E-04 6.414E-11  2.70E-06
5.957E+01 1.087E-03 8.072E-11  2.96E-06
5.623E+01 1.229E-03 1.015E-10  3.24E-06
5.309E+01 1.390E-03 1.276E-10  3.54E-06
5.012E+01 1.570E-03 1.603E-10  3.86E-06
4.732E+01 1.773E-03 2.013E-10  4.20E-06
4.467E+01 2.001E-03 2.527E-10  4.56E-06
4.217E+01 2.257E-03 3.169E-10  4.94E-06
3.981E+01 2.541E-03 3.964E-10  5.34E-06
3.758E+01 2.853E-03 4.957E-10  5.77E-06
3.548E+01 3.188E-03 6.214E-10  6.26E-06
3.350E+01 3.568E-03 7.790E-10  6.78E-06
3.162E+01 4.020E-03 9.759E-10  7.30E-06
2.985E+01 4.539E-03 1.221E-09  7.83E-06
2.818E+01 5.118E-03 1.521E-09  8.39E-06
2.661E+01 5.785E-03 1.896E-09  8.98E-06
2.512E+01 6.556E-03 2.366E-09  9.59E-06
2.371E+01 7.413E-03 2.923E-09  1.02E-05
2.239E+01 8.415E-03 3.613E-09  1.09E-05
2.113E+01 9.576E-03 4.404E-09  1.16E-05
1.995E+01 1.096E-02 5.308E-09  1.23E-05
1.884E+01 1.219E-02 5.933E-09  1.33E-05
1.778E+01 1.224E-02 6.095E-09  1.50E-05
1.679E+01 1.113E-02 6.165E-09  1.74E-05
1.585E+01 9.522E-03 6.712E-09  2.05E-05
1.496E+01 8.075E-03 8.332E-09  2.45E-05
1.413E+01 7.273E-03 1.196E-08  2.98E-05
1.334E+01 8.689E-03 1.844E-08  3.49E-05
1.259E+01 1.148E-02 2.656E-08  3.77E-05
1.189E+01 1.525E-02 3.665E-08  3.85E-05
1.122E+01 1.982E-02 4.854E-08  3.83E-05
1.059E+01 2.618E-02 6.407E-08  3.72E-05
1.000E+01 3.178E-02 7.148E-08  3.82E-05
9.441E+00 3.548E-02 7.197E-08  4.07E-05
8.913E+00 2.639E-02 3.841E-08  4.79E-05
8.414E+00 1.705E-02 1.923E-08  5.68E-05
7.943E+00 7.915E-03 9.525E-09  6.72E-05
7.499E+00 3.515E-03 2.036E-08  8.03E-05
7.079E+00 2.765E-03 4.066E-08  9.43E-05
6.683E+00 2.736E-03 6.419E-08  1.09E-04
6.310E+00 2.719E-03 9.241E-08  1.24E-04
5.957E+00 2.656E-03 1.278E-07  1.41E-04
5.623E+00 2.613E-03 1.729E-07  1.60E-04
5.309E+00 2.610E-03 2.302E-07  1.82E-04
5.012E+00 2.644E-03 3.033E-07  2.06E-04
4.732E+00 2.709E-03 3.957E-07  2.32E-04
4.467E+00 2.795E-03 5.128E-07  2.62E-04
4.217E+00 2.900E-03 6.607E-07  2.95E-04
3.981E+00 3.006E-03 8.475E-07  3.33E-04
3.758E+00 3.111E-03 1.084E-06  3.74E-04
3.548E+00 3.224E-03 1.381E-06  4.21E-04
3.350E+00 3.340E-03 1.757E-06  4.73E-04
3.162E+00 3.444E-03 2.231E-06  5.32E-04
2.985E+00 3.561E-03 2.831E-06  5.98E-04
2.818E+00 3.691E-03 3.589E-06  6.72E-04
2.661E+00 3.831E-03 4.545E-06  7.55E-04
2.512E+00 3.982E-03 5.750E-06  8.48E-04
2.371E+00 4.148E-03 7.268E-06  9.52E-04
2.239E+00 4.323E-03 9.182E-06  1.07E-03
2.113E+00 4.511E-03 1.159E-05  1.20E-03
1.995E+00 4.713E-03 1.462E-05  1.35E-03
1.884E+00 4.926E-03 1.845E-05  1.51E-03
1.778E+00 5.156E-03 2.327E-05  1.70E-03
1.679E+00 5.411E-03 2.934E-05  1.90E-03
1.585E+00 5.690E-03 3.696E-05  2.14E-03
1.496E+00 5.983E-03 4.657E-05  2.40E-03
1.413E+00 6.291E-03 5.866E-05  2.69E-03
1.334E+00 6.617E-03 7.390E-05  3.02E-03
1.259E+00 6.963E-03 9.308E-05  3.39E-03
1.189E+00 7.352E-03 1.173E-04  3.80E-03
1.122E+00 7.768E-03 1.478E-04  4.26E-03
1.059E+00 8.211E-03 1.861E-04  4.78E-03
1.000E+00 8.684E-03 2.344E-04  5.36E-03
9.441E-01 9.191E-03 2.952E-04  6.02E-03
8.913E-01 9.731E-03 3.719E-04  6.75E-03
8.414E-01 1.030E-02 4.687E-04  7.57E-03
7.943E-01 1.091E-02 5.909E-04  8.49E-03
7.499E-01 1.155E-02 7.452E-04  9.52E-03
7.079E-01 1.224E-02 9.401E-04  1.07E-02
6.683E-01 1.297E-02 1.186E-03  1.20E-02
6.310E-01 1.376E-02 1.498E-03  1.34E-02
5.957E-01 1.461E-02 1.892E-03  1.51E-02
5.623E-01 1.552E-02 2.393E-03  1.69E-02
5.309E-01 1.650E-02 3.027E-03  1.90E-02
5.012E-01 1.756E-02 3.833E-03  2.13E-02
4.732E-01 1.869E-02 4.858E-03  2.39E-02
4.467E-01 1.991E-02 6.164E-03  2.68E-02
4.217E-01 2.123E-02 7.835E-03  3.01E-02
3.981E-01 2.265E-02 9.970E-03  3.38E-02
3.758E-01 2.414E-02 1.271E-02  3.80E-02
3.548E-01 2.577E-02 1.625E-02  4.27E-02
3.350E-01 2.752E-02 2.081E-02  4.79E-02
3.162E-01 2.941E-02 2.673E-02  5.39E-02
2.985E-01 3.144E-02 3.447E-02  6.07E-02
2.818E-01 3.364E-02 4.463E-02  6.84E-02
2.661E-01 3.599E-02 5.811E-02  7.72E-02
2.512E-01 3.849E-02 7.613E-02  8.73E-02
2.371E-01 3.933E-02 1.008E-01  9.91E-02
2.239E-01 4.517E-02 1.361E-01  1.13E-01
2.113E-01 6.856E-02 1.848E-01  1.30E-01
1.995E-01 1.035E-01 2.515E-01  1.51E-01
1.884E-01 1.651E-01 3.465E-01  1.77E-01
1.778E-01 2.790E-01 4.758E-01  2.12E-01
1.679E-01 4.538E-01 6.519E-01  2.57E-01
1.585E-01 7.697E-01 9.199E-01  3.20E-01
1.496E-01 1.450E+00 1.168E+00  3.36E-01
1.413E-01 1.517E+00 8.831E-01  3.06E-01
1.334E-01 1.502E+00 9.641E-01  3.54E-01
1.259E-01 1.542E+00 1.026E+00  3.87E-01
1.189E-01 1.591E+00 1.052E+00  4.09E-01
1.122E-01 1.595E+00 1.045E+00  4.43E-01
1.059E-01 1.622E+00 1.084E+00  4.74E-01
1.000E-01 1.632E+00 1.042E+00  5.11E-01
9.441E-02 1.627E+00 1.018E+00  5.48E-01
8.913E-02 1.591E+00 9.572E-01  5.81E-01
8.414E-02 1.578E+00 9.975E-01  6.08E-01
7.943E-02 1.546E+00 1.028E+00  6.23E-01
7.499E-02 1.488E+00 1.040E+00  6.34E-01
7.079E-02 1.406E+00 1.035E+00  6.46E-01
6.683E-02 1.289E+00 1.028E+00  6.55E-01
6.310E-02 1.111E+00 9.918E-01  6.63E-01
5.957E-02 9.170E-01 8.293E-01  6.92E-01
5.623E-02 9.060E-01 6.277E-01  7.43E-01
5.309E-02 9.026E-01 5.637E-01  7.73E-01
5.012E-02 8.948E-01 5.265E-01  7.96E-01
4.732E-02 8.837E-01 5.039E-01  8.15E-01
4.467E-02 8.706E-01 4.891E-01  8.31E-01
4.217E-02 8.559E-01 4.783E-01  8.46E-01
3.981E-02 8.400E-01 4.698E-01  8.59E-01
3.758E-02 8.231E-01 4.623E-01  8.72E-01
3.548E-02 8.052E-01 4.553E-01  8.84E-01
3.350E-02 7.865E-01 4.481E-01  8.94E-01
3.162E-02 7.666E-01 4.403E-01  9.03E-01
2.985E-02 7.463E-01 4.318E-01  9.12E-01
2.818E-02 7.249E-01 4.219E-01  9.20E-01
2.661E-02 7.036E-01 4.102E-01  9.27E-01
2.512E-02 6.812E-01 3.958E-01  9.35E-01
2.371E-02 6.584E-01 3.767E-01  9.41E-01
2.239E-02 6.491E-01 3.610E-01  9.46E-01
2.113E-02 6.317E-01 3.476E-01  9.51E-01
1.995E-02 6.154E-01 3.259E-01  9.56E-01
1.884E-02 6.311E-01 3.178E-01  9.60E-01
1.778E-02 6.094E-01 3.209E-01  9.63E-01
1.679E-02 5.903E-01 3.124E-01  9.67E-01
1.585E-02 5.719E-01 3.008E-01  9.70E-01
1.496E-02 5.531E-01 2.878E-01  9.73E-01
1.413E-02 5.336E-01 2.716E-01  9.76E-01
1.334E-02 5.308E-01 2.515E-01  9.78E-01
1.259E-02 5.232E-01 2.494E-01  9.80E-01
1.189E-02 4.999E-01 2.430E-01  9.82E-01
1.122E-02 4.763E-01 2.176E-01  9.84E-01
1.059E-02 5.437E-01 1.986E-01  9.85E-01
1.000E-02 5.165E-01 2.312E-01  9.86E-01
9.441E-03 4.900E-01 2.328E-01  9.88E-01
8.913E-03 4.631E-01 2.266E-01  9.89E-01
8.414E-03 4.358E-01 2.171E-01  9.90E-01
7.943E-03 4.084E-01 2.052E-01  9.91E-01
7.499E-03 3.815E-01 1.874E-01  9.92E-01
7.079E-03 3.799E-01 1.860E-01  9.93E-01
6.683E-03 3.532E-01 1.783E-01  9.93E-01
6.310E-03 3.272E-01 1.684E-01  9.94E-01
5.957E-03 3.023E-01 1.578E-01  9.95E-01
5.623E-03 2.777E-01 1.469E-01  9.95E-01
5.309E-03 2.546E-01 1.358E-01  9.96E-01
5.012E-03 2.327E-01 1.250E-01  9.96E-01
4.732E-03 2.121E-01 1.147E-01  9.96E-01
4.467E-03 1.926E-01 1.047E-01  9.97E-01
4.217E-03 1.744E-01 9.521E-02  9.97E-01
3.981E-03 1.574E-01 8.622E-02  9.97E-01
3.758E-03 1.415E-01 7.773E-02  9.98E-01
3.548E-03 1.269E-01 6.969E-02  9.98E-01
3.350E-03 1.134E-01 6.219E-02  9.98E-01
3.162E-03 1.011E-01 5.520E-02  9.98E-01
2.985E-03 9.005E-02 4.884E-02  9.98E-01
2.818E-03 7.957E-02 4.248E-02  9.99E-01
2.661E-03 6.983E-02 3.638E-02  9.99E-01
2.512E-03 6.144E-02 2.970E-02  9.99E-01
2.371E-03 5.397E-02 1.757E-02  9.99E-01
2.239E-03 1.228E-01 2.423E-02  9.99E-01
2.113E-03 1.105E-01 2.492E-02  9.99E-01
1.995E-03 9.854E-02 2.394E-02  9.99E-01
1.884E-03 8.742E-02 2.157E-02  9.99E-01
1.778E-03 7.713E-02 1.850E-02  9.99E-01
1.679E-03 6.773E-02 1.151E-02  9.99E-01
1.585E-03 1.060E-01 1.760E-02  9.99E-01
1.496E-03 9.342E-02 1.651E-02  1.00E+00
1.413E-03 9.085E-02 1.687E-02  1.00E+00
1.334E-03 8.009E-02 1.599E-02  1.00E+00
1.259E-03 7.036E-02 1.478E-02  1.00E+00
1.189E-03 6.162E-02 1.354E-02  1.00E+00
1.122E-03 5.353E-02 1.227E-02  1.00E+00
1.059E-03 4.640E-02 1.100E-02  1.00E+00
1.000E-03 4.002E-02 9.658E-03  1.00E+00

3.981E-02 = radius(micron) Astronomical silicate                   
w(micron)  Q_abs     Q_sca     g=<cos>
1.000E+03 5.456E-06 6.355E-15  0.00E+00
9.441E+02 6.122E-06 8.000E-15  0.00E+00
8.913E+02 6.870E-06 1.007E-14  0.00E+00
8.414E+02 7.709E-06 1.268E-14  0.00E+00
7.943E+02 8.651E-06 1.596E-14  0.00E+00
7.499E+02 9.707E-06 2.010E-14  0.00E+00
7.079E+02 1.089E-05 2.530E-14  0.00E+00
6.683E+02 1.222E-05 3.185E-14  0.00E+00
6.310E+02 1.372E-05 4.010E-14  0.00E+00
5.957E+02 1.539E-05 5.049E-14  0.00E+00
5.623E+02 1.727E-05 6.356E-14  0.00E+00
5.309E+02 1.938E-05 8.002E-14  0.00E+00
5.012E+02 2.175E-05 1.007E-13  0.00E+00
4.732E+02 2.441E-05 1.268E-13  0.00E+00
4.467E+02 2.740E-05 1.597E-13  0.00E+00
4.217E+02 3.076E-05 2.010E-13  0.00E+00
3.981E+02 3.452E-05 2.531E-13  0.00E+00
3.758E+02 3.874E-05 3.187E-13  0.00E+00
3.548E+02 4.349E-05 4.012E-13  0.00E+00
3.350E+02 4.883E-05 5.051E-13  0.00E+00
3.162E+02 5.483E-05 6.359E-13  0.00E+00
2.985E+02 6.156E-05 8.006E-13  0.00E+00
2.818E+02 6.912E-05 1.008E-12  0.00E+00
2.661E+02 7.761E-05 1.269E-12  0.00E+00
2.512E+02 8.715E-05 1.598E-12  0.00E+00
2.371E+02 9.790E-05 2.013E-12  5.59E-07
2.239E+02 1.100E-04 2.534E-12  6.26E-07
2.113E+02 1.236E-04 3.190E-12  7.02E-07
1.995E+02 1.389E-04 4.017E-12  7.86E-07
1.884E+02 1.561E-04 5.058E-12  8.81E-07
1.778E+02 1.754E-04 6.370E-12  9.86E-07
1.679E+02 1.971E-04 8.022E-12  1.10E-06
1.585E+02 2.217E-04 1.010E-11  1.24E-06
1.496E+02 2.494E-04 1.272E-11  1.38E-06
1.413E+02 2.806E-04 1.602E-11  1.55E-06
1.334E+02 3.158E-04 2.018E-11  1.73E-06
1.259E+02 3.555E-04 2.542E-11  1.93E-06
1.189E+02 4.003E-04 3.201E-11  2.16E-06
1.122E+02 4.508E-04 4.033E-11  2.41E-06
1.059E+02 5.082E-04 5.079E-11  2.69E-06
1.000E+02 5.731E-04 6.398E-11  3.00E-06
9.441E+01 6.466E-04 8.059E-11  3.34E-06
8.913E+01 7.298E-04 1.015E-10  3.71E-06
8.414E+01 8.241E-04 1.279E-10  4.12E-06
7.943E+01 9.312E-04 1.610E-10  4.57E-06
7.499E+01 1.052E-03 2.029E-10  5.06E-06
7.079E+01 1.190E-03 2.554E-10  5.59E-06
6.683E+01 1.346E-03 3.215E-10  6.16E-06
6.310E+01 1.523E-03 4.047E-10  6.78E-06
5.957E+01 1.722E-03 5.093E-10  7.44E-06
5.623E+01 1.948E-03 6.405E-10  8.15E-06
5.309E+01 2.203E-03 8.052E-10  8.90E-06
5.012E+01 2.488E-03 1.012E-09  9.70E-06
4.732E+01 2.810E-03 1.270E-09  1.06E-05
4.467E+01 3.172E-03 1.594E-09  1.15E-05
4.217E+01 3.578E-03 1.999E-09  1.24E-05
3.981E+01 4.027E-03 2.501E-09  1.34E-05
3.758E+01 4.522E-03 3.128E-09  1.45E-05
3.548E+01 5.052E-03 3.921E-09  1.57E-05
3.350E+01 5.656E-03 4.915E-09  1.70E-05
3.162E+01 6.371E-03 6.157E-09  1.83E-05
2.985E+01 7.195E-03 7.702E-09  1.97E-05
2.818E+01 8.112E-03 9.598E-09  2.11E-05
2.661E+01 9.169E-03 1.196E-08  2.26E-05
2.512E+01 1.039E-02 1.493E-08  2.41E-05
2.371E+01 1.175E-02 1.844E-08  2.57E-05
2.239E+01 1.334E-02 2.280E-08  2.74E-05
2.113E+01 1.518E-02 2.779E-08  2.92E-05
1.995E+01 1.737E-02 3.349E-08  3.10E-05
1.884E+01 1.932E-02 3.744E-08  3.33E-05
1.778E+01 1.940E-02 3.846E-08  3.76E-05
1.679E+01 1.765E-02 3.890E-08  4.37E-05
1.585E+01 1.509E-02 4.235E-08  5.16E-05
1.496E+01 1.280E-02 5.257E-08  6.16E-05
1.413E+01 1.153E-02 7.546E-08  7.48E-05
1.334E+01 1.378E-02 1.163E-07  8.76E-05
1.259E+01 1.819E-02 1.676E-07  9.48E-05
1.189E+01 2.417E-02 2.313E-07  9.67E-05
1.122E+01 3.143E-02 3.063E-07  9.62E-05
1.059E+01 4.150E-02 4.043E-07  9.34E-05
1.000E+01 5.037E-02 4.511E-07  9.59E-05
9.441E+00 5.623E-02 4.541E-07  1.02E-04
8.913E+00 4.183E-02 2.423E-07  1.20E-04
8.414E+00 2.702E-02 1.213E-07  1.43E-04
7.943E+00 1.255E-02 6.009E-08  1.69E-04
7.499E+00 5.571E-03 1.284E-07  2.02E-04
7.079E+00 4.383E-03 2.565E-07  2.37E-04
6.683E+00 4.339E-03 4.050E-07  2.73E-04
6.310E+00 4.312E-03 5.831E-07  3.12E-04
5.957E+00 4.213E-03 8.067E-07  3.55E-04
5.623E+00 4.144E-03 1.091E-06  4.03E-04
5.309E+00 4.140E-03 1.453E-06  4.57E-04
5.012E+00 4.194E-03 1.914E-06  5.17E-04
4.732E+00 4.299E-03 2.497E-06  5.83E-04
4.467E+00 4.436E-03 3.237E-06  6.58E-04
4.217E+00 4.603E-03 4.170E-06  7.42E-04
3.981E+00 4.772E-03 5.349E-06  8.35E-04
3.758E+00 4.940E-03 6.840E-06  9.40E-04
3.548E+00 5.121E-03 8.721E-06  1.06E-03
3.350E+00 5.306E-03 1.109E-05  1.19E-03
3.162E+00 5.473E-03 1.409E-05  1.34E-03
2.985E+00 5.660E-03 1.788E-05  1.50E-03
2.818E+00 5.869E-03 2.267E-05  1.69E-03
2.661E+00 6.095E-03 2.871E-05  1.90E-03
2.512E+00 6.339E-03 3.632E-05  2.13E-03
2.371E+00 6.606E-03 4.592E-05  2.39E-03
2.239E+00 6.889E-03 5.802E-05  2.68E-03
2.113E+00 7.194E-03 7.323E-05  3.01E-03
1.995E+00 7.521E-03 9.244E-05  3.38E-03
1.884E+00 7.869E-03 1.167E-04  3.79E-03
1.778E+00 8.243E-03 1.472E-04  4.26E-03
1.679E+00 8.660E-03 1.856E-04  4.78E-03
1.585E+00 9.118E-03 2.339E-04  5.36E-03
1.496E+00 9.600E-03 2.948E-04  6.01E-03
1.413E+00 1.011E-02 3.715E-04  6.74E-03
1.334E+00 1.065E-02 4.682E-04  7.57E-03
1.259E+00 1.123E-02 5.899E-04  8.49E-03
1.189E+00 1.188E-02 7.437E-04  9.52E-03
1.122E+00 1.258E-02 9.376E-04  1.07E-02
1.059E+00 1.333E-02 1.182E-03  1.20E-02
1.000E+00 1.414E-02 1.489E-03  1.34E-02
9.441E-01 1.501E-02 1.877E-03  1.51E-02
8.913E-01 1.595E-02 2.367E-03  1.69E-02
8.414E-01 1.695E-02 2.985E-03  1.89E-02
7.943E-01 1.803E-02 3.768E-03  2.12E-02
7.499E-01 1.918E-02 4.757E-03  2.38E-02
7.079E-01 2.043E-02 6.008E-03  2.67E-02
6.683E-01 2.178E-02 7.590E-03  2.99E-02
6.310E-01 2.326E-02 9.597E-03  3.35E-02
5.957E-01 2.488E-02 1.215E-02  3.76E-02
5.623E-01 2.664E-02 1.538E-02  4.22E-02
5.309E-01 2.857E-02 1.949E-02  4.73E-02
5.012E-01 3.068E-02 2.472E-02  5.31E-02
4.732E-01 3.300E-02 3.138E-02  5.95E-02
4.467E-01 3.556E-02 3.988E-02  6.68E-02
4.217E-01 3.838E-02 5.075E-02  7.51E-02
3.981E-01 4.149E-02 6.463E-02  8.43E-02
3.758E-01 4.487E-02 8.244E-02  9.49E-02
3.548E-01 4.864E-02 1.053E-01  1.07E-01
3.350E-01 5.282E-02 1.347E-01  1.20E-01
3.162E-01 5.746E-02 1.723E-01  1.36E-01
2.985E-01 6.261E-02 2.209E-01  1.54E-01
2.818E-01 6.839E-02 2.832E-01  1.76E-01
2.661E-01 7.489E-02 3.636E-01  2.01E-01
2.512E-01 8.233E-02 4.670E-01  2.32E-01
2.371E-01 8.727E-02 6.030E-01  2.69E-01
2.239E-01 1.059E-01 7.882E-01  3.19E-01
2.113E-01 1.739E-01 1.029E+00  3.84E-01
1.995E-01 2.946E-01 1.357E+00  4.62E-01
1.884E-01 5.392E-01 1.854E+00  5.34E-01
1.778E-01 8.938E-01 2.368E+00  5.45E-01
1.679E-01 1.088E+00 2.508E+00  5.02E-01
1.585E-01 1.246E+00 2.281E+00  4.83E-01
1.496E-01 1.628E+00 1.639E+00  5.51E-01
1.413E-01 1.616E+00 1.297E+00  5.99E-01
1.334E-01 1.617E+00 1.361E+00  6.32E-01
1.259E-01 1.618E+00 1.361E+00  6.55E-01
1.189E-01 1.597E+00 1.315E+00  6.65E-01
1.122E-01 1.568E+00 1.283E+00  6.79E-01
1.059E-01 1.541E+00 1.282E+00  6.85E-01
1.000E-01 1.517E+00 1.249E+00  7.00E-01
9.441E-02 1.489E+00 1.229E+00  7.16E-01
8.913E-02 1.453E+00 1.178E+00  7.34E-01
8.414E-02 1.429E+00 1.198E+00  7.43E-01
7.943E-02 1.388E+00 1.220E+00  7.47E-01
7.499E-02 1.329E+00 1.234E+00  7.49E-01
7.079E-02 1.257E+00 1.237E+00  7.53E-01
6.683E-02 1.160E+00 1.242E+00  7.54E-01
6.310E-02 1.027E+00 1.231E+00  7.58E-01
5.957E-02 9.061E-01 1.119E+00  7.90E-01
5.623E-02 9.304E-01 9.228E-01  8.38E-01
5.309E-02 9.390E-01 8.499E-01  8.60E-01
5.012E-02 9.400E-01 8.051E-01  8.76E-01
4.732E-02 9.360E-01 7.770E-01  8.89E-01
4.467E-02 9.290E-01 7.583E-01  8.99E-01
4.217E-02 9.200E-01 7.450E-01  9.09E-01
3.981E-02 9.095E-01 7.352E-01  9.17E-01
3.758E-02 8.979E-01 7.272E-01  9.25E-01
3.548E-02 8.853E-01 7.206E-01  9.31E-01
3.350E-02 8.722E-01 7.142E-01  9.38E-01
3.162E-02 8.583E-01 7.076E-01  9.44E-01
2.985E-02 8.440E-01 7.007E-01  9.49E-01
2.818E-02 8.287E-01 6.925E-01  9.54E-01
2.661E-02 8.134E-01 6.822E-01  9.59E-01
2.512E-02 7.970E-01 6.686E-01  9.63E-01
2.371E-02 7.804E-01 6.478E-01  9.67E-01
2.239E-02 7.747E-01 6.267E-01  9.70E-01
2.113E-02 7.613E-01 6.114E-01  9.73E-01
1.995E-02 7.492E-01 5.822E-01  9.76E-01
1.884E-02 7.643E-01 5.641E-01  9.78E-01
1.778E-02 7.456E-01 5.748E-01  9.80E-01
1.679E-02 7.295E-01 5.665E-01  9.82E-01
1.585E-02 7.138E-01 5.525E-01  9.84E-01
1.496E-02 6.973E-01 5.359E-01  9.86E-01
1.413E-02 6.797E-01 5.134E-01  9.87E-01
1.334E-02 6.781E-01 4.789E-01  9.89E-01
1.259E-02 6.712E-01 4.768E-01  9.90E-01
1.189E-02 6.485E-01 4.708E-01  9.91E-01
1.122E-02 6.253E-01 4.297E-01  9.92E-01
1.059E-02 6.938E-01 3.811E-01  9.92E-01
1.000E-02 6.665E-01 4.451E-01  9.93E-01
9.441E-03 6.400E-01 4.539E-01  9.94E-01
8.913E-03 6.124E-01 4.486E-01  9.94E-01
8.414E-03 5.835E-01 4.367E-01  9.95E-01
7.943E-03 5.536E-01 4.193E-01  9.96E-01
7.499E-03 5.234E-01 3.897E-01  9.96E-01
7.079E-03 5.217E-01 3.870E-01  9.96E-01
6.683E-03 4.906E-01 3.763E-01  9.97E-01
6.310E-03 4.594E-01 3.604E-01  9.97E-01
5.957E-03 4.288E-01 3.423E-01  9.97E-01
5.623E-03 3.979E-01 3.227E-01  9.98E-01
5.309E-03 3.681E-01 3.021E-01  9.98E-01
5.012E-03 3.394E-01 2.813E-01  9.98E-01
4.732E-03 3.118E-01 2.607E-01  9.98E-01
4.467E-03 2.852E-01 2.404E-01  9.98E-01
4.217E-03 2.600E-01 2.206E-01  9.99E-01
3.981E-03 2.361E-01 2.014E-01  9.99E-01
3.758E-03 2.136E-01 1.830E-01  9.99E-01
3.548E-03 1.925E-01 1.652E-01  9.99E-01
3.350E-03 1.729E-01 1.484E-01  9.99E-01
3.162E-03 1.548E-01 1.325E-01  9.99E-01
